Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,AddressDetailHistory,,N/A,OldValue,nvarchar(max),Yes,,,None,,,,,,,,,,,,,,,Nullable unlimited text field
dbo,AddressDetailHistory,,N/A,NewValue,nvarchar(max),Yes,,,None,,,,,,,,,,,,,,,Nullable unlimited text field
dbo,AddressDetailHistory,,N/A,ChangeType,nvarchar(10),No,,,NOT NULL,,,NOT NULL,,,,,,,,,,,NOT NULL constraint enforced,Required change type field
dbo,AddressDetailHistory,,N/A,ChangedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,,,Nullable audit field
dbo,AddressDetailHistory,,N/A,ChangedDate,datetime2(7),No,,,NOT NULL,,,NOT NULL,,,,,,,,,,,NOT NULL constraint enforced,Required audit field with precision 7
dbo,AddressDetailHistory,,N/A,ChangeReason,nvarchar(255),Yes,,,None,,,,,,,,,,,,,,,Nullable reason field
dbo,AddressDetailHistory,,N/A,TransactionId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,,,Nullable transaction reference
dbo,AddressType,,N/A,AddressTypeId,uniqueidentifier,No,,Primary key column,PK,PRIMARY KEY,AddressTypeId,PRIMARY KEY CLUSTERED ([AddressTypeId] ASC),,,,,,,PRIMARY KEY,AddressTypeId ASC,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,AddressType,,N/A,TypeCode,varchar(20),No,,,NOT NULL,,,NOT NULL,,,,,,,,,,,NOT NULL constraint enforced,Required type code field
dbo,AddressType,,N/A,TypeCode,varchar(20),No,,Unique constraint,UNIQUE,UNIQUE NONCLUSTERED,TypeCode,UNIQUE NONCLUSTERED ([TypeCode] ASC),,,,,,,UNIQUE NONCLUSTERED,TypeCode ASC,NONCLUSTERED,Yes,UNIQUE constraint enforced,Unique constraint on TypeCode
dbo,AddressType,,N/A,TypeName,varchar(50),No,,,NOT NULL,,,NOT NULL,,,,,,,,,,,NOT NULL constraint enforced,Required type name field
dbo,AddressType,,N/A,Description,varchar(255),Yes,,,None,,,,,,,,,,,,,,,Nullable description field
dbo,AddressType,,N/A,IsActive,bit,Yes,,,None,,,,,,,,,,,,,,,Nullable boolean field
dbo,AddressType,,N/A,CreatedBy,uniqueidentifier,No,,,NOT NULL,,,NOT NULL,,,,,,,,,,,NOT NULL constraint enforced,Required audit field
dbo,AddressType,,N/A,CreatedDate,datetime,Yes,,,None,,,,,,,,,,,,,,,Nullable audit field
dbo,AddressType,,N/A,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,,,Nullable audit field
dbo,AddressType,,N/A,ModifiedDate,datetime,Yes,,,None,,,,,,,,,,,,,,,Nullable audit field
